production of nickle-based catalyst for methanation;RER;kilogram;production of nickle-based catalyst for methanation
SMR NG + CCS (MDEA), 98 (average), 700 bar;CH;kilogram;SMR NG + CCS, 700 bar
other components, for hybrid electric lorry;RER;kilogram;other components, for hybrid electric lorry
biogas upgrading - sewage sludge - amine scrubbing - best;RER;kilogram;biogas upgrading - sewage sludge - amine scrubbing - best
aluminium ingot, primary, to aluminium, wrought alloy market;GLO;kilogram;aluminium, wrought alloy
heat and power co-generation, biogas, gas engine;DE;kilowatt hour;electricity, high voltage
market for water, ultrapure;RoW;kilogram;water, ultrapure
Coating and curing, general manufacturing;GLO;square meter;Coating and curing, general manufacturing
market for thermoforming, with calendering;GLO;kilogram;thermoforming, with calendering
treatment of wastewater, from residence, capacity 1.1E10l/year;RoW;cubic meter;wastewater, from residence
market for polypropylene, granulate;GLO;kilogram;polypropylene, granulate
Cadmium;('air', 'low population density, long-term');kilogram
Biodiesel from cooking oil;RER;kilogram;Biodiesel from cooking oil
distribution network construction, electricity, low voltage;CH;kilometer;distribution network, electricity, low voltage
market group for electricity, high voltage;ENTSO-E;kilowatt hour;electricity, high voltage
market for light fuel oil;RoW;kilogram;light fuel oil
market for metal working, average for metal product manufacturing;GLO;kilogram;metal working, average for metal product manufacturing
glass fibre reinforced plastic production, polyamide, injection moulded;RER;kilogram;glass fibre reinforced plastic, polyamide, injection moulded
market for electricity, low voltage;CH;kilowatt hour;electricity, low voltage
market for waste concrete;RoW;kilogram;waste concrete
COD, Chemical Oxygen Demand;('water', 'surface water');kilogram
market for polyethylene, high density, granulate;GLO;kilogram;polyethylene, high density, granulate
Ethanol, from wheat grains, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
market for transport, freight train;CN;ton kilometer;transport, freight train
market for activated carbon, granular;GLO;kilogram;activated carbon, granular
Battery cell, LTO;GLO;kilogram;Battery cell
market for power distribution unit, for electric passenger car;GLO;kilogram;power distribution unit, for electric passenger car
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
kraft paper production;RER;kilogram;kraft paper
gravel production, crushed;RoW;kilogram;gravel, crushed
Polyacrylonitrile production (PAN) by polymerisation;RER;kilogram;Polyacrylonitrile
market for transport, freight, lorry >32 metric ton, EURO6;RER;ton kilometer;transport, freight, lorry >32 metric ton, EURO6
cooling unit, carbon dioxide capture process;RER;unit;cooling unit, carbon dioxide capture process
operation, computer, desktop, with liquid crystal display, active mode;CH;hour;operation, computer, desktop, with liquid crystal display, active mode
Benzene;('air', 'non-urban air or from high stacks');kilogram
internal combustion engine, for lorry;RER;kilogram;internal combustion engine, for lorry
Methane, dichloro-, HCC-30;('water', 'surface water');kilogram
Biodiesel from rapeseed oil;RER;kilogram;Biodiesel from rapeseed oil
Nitrogen oxides;('air', 'low population density, long-term');kilogram
Ethanol, from forest residues, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
hot water tank, carbon dioxide capture process;RER;unit;hot water tank, carbon dioxide capture process
diesel, burned in building machine;GLO;megajoule;diesel, burned in building machine
Lead;('water',);kilogram
Hydrogen-3, Tritium;('air', 'non-urban air or from high stacks');kilo Becquerel
Fiber sizing 2;RER;kilogram;Resized fiber
market for aluminium casting facility;GLO;unit;aluminium casting facility
market group for electricity, low voltage;ENTSO-E;kilowatt hour;electricity, low voltage
Particulates, > 10 um;('air', 'non-urban air or from high stacks');kilogram
electricity production, at power plant/hard coal, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
market for polycarbonate;GLO;kilogram;polycarbonate
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
market for chlorine, liquid;RER;kilogram;chlorine, liquid
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;('air',);kilogram
Electrolyte, LFP;JP;kilogram;Electrolyte, LFP
Hydrogen, gaseous, 700 bar, from coal gasification, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
noise, octave 3, day time, urban;('octave 3', 'day time', 'urban');joule
Chromium;('air', 'non-urban air or from high stacks');kilogram
market for soil pH raising agent, as CaCO3;GLO;kilogram;soil pH raising agent, as CaCO3
injection moulding;RoW;kilogram;injection moulding
market for transport, freight train;RoW;ton kilometer;transport, freight train
PAH, polycyclic aromatic hydrocarbons;('air', 'low population density, long-term');kilogram
Fiber unwinding;RER;kilogram;Fiber unwinding
market for lithium hexafluorophosphate;GLO;kilogram;lithium hexafluorophosphate
assembly operation, for lorry;RER;kilogram;assembly operation, for lorry
market for converter, for electric passenger car;GLO;kilogram;converter, for electric passenger car
Fiber winding up;RER;kilogram;Fiber winding up
electricity production, solar thermal parabolic trough, 50 MW;ES;kilowatt hour;electricity, high voltage
Calcium, ion;('water', 'surface water');kilogram
market for cobalt hydroxide;GLO;kilogram;cobalt hydroxide
Hexane;('air', 'non-urban air or from high stacks');kilogram
noise, octave 8, day time, urban;('octave 8', 'day time', 'urban');joule
Chloride;('water', 'surface water');kilogram
market for lithium hydroxide;GLO;kilogram;lithium hydroxide
market for steam, in chemical industry;RER;kilogram;steam, in chemical industry
frequency converter, for diaphragm compressor;GLO;unit;frequency converter, for diaphragm compressor
electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;DE;kilowatt hour;electricity, low voltage
market for rape seed;GLO;kilogram;rape seed
Zinc;('air', 'non-urban air or from high stacks');kilogram
Particulates, > 10 um;('air',);kilogram
Gas, natural, in ground;('natural resource', 'in ground');cubic meter
market for liquefied petroleum gas;Europe without Switzerland;kilogram;liquefied petroleum gas
Heat, waste;('water', 'ground-, long-term');megajoule
market for latex;RoW;kilogram;latex
transport, pipeline, supercritical CO2, 200km w recompression;RER;ton kilometer;transport, pipeline, supercritical CO2, 200km w recompression
Propane;('air', 'non-urban air or from high stacks');kilogram
treatment of wood ash mixture, pure, municipal incineration;CH;kilogram;wood ash mixture, pure
BOD5, Biological Oxygen Demand;('water',);kilogram
market for nylon 6-6;RER;kilogram;nylon 6-6
steel production, electric, low-alloyed;Europe without Switzerland and Austria;kilogram;steel, low-alloyed
liquid storage tank production, chemicals, organics;CH;unit;liquid storage tank, chemicals, organics
1-Pentene;('air', 'non-urban air or from high stacks');kilogram
market for transport, freight train;Europe without Switzerland;ton kilometer;transport, freight train
Potassium, ion;('water', 'ground-, long-term');kilogram
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;DE;kilowatt hour;electricity, high voltage
market for air compressor, screw-type compressor, 300kW;GLO;unit;air compressor, screw-type compressor, 300kW
Nitrogen oxides;('air', 'non-urban air or from high stacks');kilogram
carbon dioxide capture system;RER;unit;carbon dioxide capture system
market group for electricity, low voltage;GLO;kilowatt hour;electricity, low voltage
steel production, converter, low-alloyed;RER;kilogram;steel, low-alloyed
metal working, average for steel product manufacturing;RER;kilogram;metal working, average for steel product manufacturing
electronics production, for control units;RER;kilogram;electronics, for control units
Plant oil production | refining of crude vegetable oil from rapeseed| Alloc Rec, U;RER;megajoule;Plant oil production | refining of crude vegetable oil from rapeseed| Alloc Rec, U
market for anode, graphite, for lithium-ion battery;GLO;kilogram;anode, graphite, for lithium-ion battery
market for electric connector, wire clamp;GLO;kilogram;electric connector, wire clamp
Oil Palm Tree Cultivation {RER} | Fresh Fruit Bunches (FFBs) production | Alloc Rec, U;RER;megajoule;Oil Palm Tree Cultivation {RER} | Fresh Fruit Bunches (FFBs) production | Alloc Rec, U
RWGS catalyst;RER;kilogram;RWGS catalyst
market for heat, central or small-scale, biomethane;Europe without Switzerland;megajoule;heat, central or small-scale, biomethane
market for steel, chromium steel 18/8;GLO;kilogram;steel, chromium steel 18/8
market for transport, freight, lorry 16-32 metric ton, EURO5;RoW;ton kilometer;transport, freight, lorry 16-32 metric ton, EURO5
Multilayer pouch;GLO;kilogram;Multilayer pouch
electricity production, hydro, run-of-river;DE;kilowatt hour;electricity, high voltage
transport, helicopter, LTO cycle;GLO;unit;transport, helicopter, LTO cycle
Crude vegetable oil | oil mill: extraction of vegetable oil from rapeseed | Alloc Rec, U;RER;megajoule;Crude vegetable oil | oil mill: extraction of vegetable oil from rapeseed | Alloc Rec, U
Biodiesel, from algae, at fuelling station;RER;kilogram;biodiesel, vehicle grade
treatment of wastewater from lorry production, capacity 4.7E10l/year;CH;cubic meter;wastewater from lorry production
sulfuric acid production;RoW;kilogram;sulfuric acid
market for transport, freight, lorry, unspecified;RER;ton kilometer;transport, freight, lorry, unspecified
market for metal working, average for aluminium product manufacturing;GLO;kilogram;metal working, average for aluminium product manufacturing
Monoethanolamine;('air',);kilogram
noise, octave 5, day time, suburban;('octave 5', 'day time', 'suburban');joule
Biodiesel, from used cooking oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
PAH, polycyclic aromatic hydrocarbons;('air', 'non-urban air or from high stacks');kilogram
graphite production;RoW;kilogram;graphite
electricity production, lignite;DE;kilowatt hour;electricity, high voltage
market for hard coal;CN;kilogram;hard coal
copper collector foil, for Li-ion battery;GLO;kilogram;copper collector foil, for Li-ion battery
Ammonia;('air',);kilogram
market for tap water;RoW;kilogram;tap water
router, internet;CH;unit;router, internet
noise, octave 3, day time, rural;('octave 3', 'day time', 'rural');joule
Fiber sizing;RER;kilogram;Sized fiber
Lead;('air',);kilogram
disodium disulphite;GLO;kilogram;disodium disulphite
metal working, average for chromium steel product manufacturing;RoW;kilogram;metal working, average for chromium steel product manufacturing
market for portafer;GLO;kilogram;portafer
Membrane;GLO;kilowatt;Membrane
pumps, carbon dioxide capture process;RER;unit;pumps, carbon dioxide capture process
market group for tap water;GLO;kilogram;tap water
Sodium, ion;('water', 'ground-, long-term');kilogram
Energy, gross calorific value, in biomass, primary forest;('natural resource', 'biotic');megajoule
market for sheet rolling, steel;GLO;kilogram;sheet rolling, steel
m-Xylene;('air', 'urban air close to ground');kilogram
Lead;('air', 'non-urban air or from high stacks');kilogram
Heptane;('air', 'low population density, long-term');kilogram
Cathode current collector, LTO;JP;kilogram;Cathode current collector, LTO
market for pesticide, unspecified;GLO;kilogram;pesticide, unspecified
market for diesel;RoW;kilogram;diesel
NCA oxide;GLO;kilogram;NCA oxide
Butane;('air', 'low population density, long-term');kilogram
Ethanol, from maize starch, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
Shale, in ground;('natural resource', 'in ground');kilogram
activated silica production;GLO;kilogram;activated silica
transport, freight, lorry 16-32 metric ton, EURO5;RER;ton kilometer;transport, freight, lorry 16-32 metric ton, EURO5
NMC-622 oxide;GLO;kilogram;NMC-622 oxide
vinyl carbonate;GLO;kilogram;disodium disulphite
Benzaldehyde;('air', 'urban air close to ground');kilogram
market for dimethyl carbonate;GLO;kilogram;dimethyl carbonate
Carbon monoxide, fossil;('air', 'low population density, long-term');kilogram
Phosphate;('water', 'ground-, long-term');kilogram
treatment of waste reinforced concrete, collection for final disposal;Europe without Switzerland;kilogram;waste reinforced concrete
pipeline construction, natural gas, high pressure distribution network;RoW;kilometer;pipeline, natural gas, high pressure distribution network
Occupation, traffic area, rail/road embankment;('natural resource', 'land');square meter-year
market group for electricity, low voltage;Europe without Switzerland;kilowatt hour;electricity, low voltage
market for lime;RoW;kilogram;lime
pump production, 40W;CH;unit;pump, 40W
Biodiesel from algae;RER;kilogram;Biodiesel from algae
Water, salt, ocean;('natural resource', 'in water');cubic meter
market for sheet rolling, aluminium;GLO;kilogram;sheet rolling, aluminium
market for extrusion, plastic film;GLO;kilogram;extrusion, plastic film
treatment of drilling waste, residual material landfill;CH;kilogram;drilling waste
Hydrogen sulfide;('air',);kilogram
market for silicone product;RER;kilogram;silicone product
Iron, in ground;('natural resource', 'in ground');kilogram
market for styrene butadiene rubber (SBR);RER;kilogram;styrene butadiene rubber (SBR)
market for spent solvent mixture;Europe without Switzerland;kilogram;spent solvent mixture
Methane, fossil;('air', 'non-urban air or from high stacks');kilogram
Iron, ion;('water',);kilogram
Dimethyl sulfoxide production (DMSO);RER;kilogram;Dimethyl sulfoxide
treatment of used lorry, 16 metric ton;CH;unit;used lorry, 16 metric ton
epoxy resin production, liquid;RoW;kilogram;epoxy resin, liquid
Ammonia;('air', 'urban air close to ground');kilogram
cathode, NCA, for Li-ion battery;GLO;kilogram;cathode, NCA, for Li-ion battery
market for ammonium bicarbonate;RER;kilogram;ammonium bicarbonate
Lead;('air', 'urban air close to ground');kilogram
Acrolein;('air', 'urban air close to ground');kilogram
Copper;('air', 'non-urban air or from high stacks');kilogram
heat exchanger, carbon dioxide capture process;RER;unit;heat exchanger, carbon dioxide capture process
Fiber relaxation;RER;kilogram;Relaxed fiber
Arsenic, ion;('water', 'surface water');kilogram
market for N-methyl-2-pyrrolidone;GLO;kilogram;N-methyl-2-pyrrolidone
heat production, hardwood chips from forest, at furnace 1000kW, state-of-the-art 2014;CH;megajoule;heat, district or industrial, other than natural gas
Occupation, forest, extensive;('natural resource', 'land');square meter-year
magnesium production, electrolysis;RoW;kilogram;magnesium
market for carboxymethyl cellulose, powder;GLO;kilogram;carboxymethyl cellulose, powder
market for sulfur hexafluoride, liquid;RER;kilogram;sulfur hexafluoride, liquid
cathode, NMC-111, for Li-ion battery;GLO;kilogram;cathode, NMC-111, for Li-ion battery
Fuel tank, compressed hydrogen gas, 700bar, with HDPE liner;RER;kilogram;Hydrogen tank
Cyclohexane;('air', 'low population density, long-term');kilogram
Sulfur dioxide;('air',);kilogram
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
Gas-to-liquid plant construction;GLO;unit;Gas-to-liquid plant
Silicon;('water', 'ground-, long-term');kilogram
market for inverter, for electric passenger car;GLO;kilogram;inverter, for electric passenger car
carbon black production;GLO;kilogram;carbon black
Straw bales | baling of straw;RER;megajoule;Straw bales | baling of straw
market for diesel;Europe without Switzerland;kilogram;diesel
Hydrogen, gaseous, 700 bar, ATR of NG, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Hydrogen-3, Tritium;('water', 'ocean');kilo Becquerel
Transformation, to forest, extensive;('natural resource', 'land');square meter
market for sodium chloride, powder;GLO;kilogram;sodium chloride, powder
market for magnesium sulfate;GLO;kilogram;magnesium sulfate
sheet rolling, aluminium;RoW;kilogram;sheet rolling, aluminium
Battery cell, NCA;GLO;kilogram;Battery cell
Walls and foundations, for hydrogen refuelling station;RER;unit;Walls and foundations, for hydrogen refuelling station
Xenon-133;('air', 'non-urban air or from high stacks');kilo Becquerel
pipeline construction, natural gas, high pressure distribution network;Europe without Switzerland;kilometer;pipeline, natural gas, high pressure distribution network
market for hazardous waste, for incineration;RoW;kilogram;hazardous waste, for incineration
Nitrogen;('air',);kilogram
Methane, fossil;('air',);kilogram
maintenance, lorry 28 metric ton;CH;unit;maintenance, lorry 28 metric ton
market for chemical, organic;GLO;kilogram;chemical, organic
Ethane;('air', 'non-urban air or from high stacks');kilogram
Methane, fossil;('air', 'urban air close to ground');kilogram
Catalyst layer;GLO;kilowatt;Catalyst layer
market for inert waste, for final disposal;RoW;kilogram;inert waste, for final disposal
Carbon monoxide, fossil;('air', 'non-urban air or from high stacks');kilogram
Fuel tank, compressed natural gas, 200 bar;RER;kilogram;Fuel tank, compressed natural gas, 200 bar
Selective coating, sputtering;GLO;square meter;Selective coating, sputtering
market group for heat, central or small-scale, natural gas;RER;megajoule;heat, central or small-scale, natural gas
Styrene;('air', 'urban air close to ground');kilogram
production of 2 wt-% potassium iodide solution;RER;kilogram;production of 2 wt-% potassium iodide solution
synthetic graphite;GLO;kilogram;synthetic graphite
electricity production, nuclear, pressure water reactor;DE;kilowatt hour;electricity, high voltage
HDPE tank liner;RER;kilogram;HDPE tank liner
market for compressed air, 1000 kPa gauge;RER;cubic meter;compressed air, 1000 kPa gauge
market for natural gas, high pressure;RoW;cubic meter;natural gas, high pressure
market for sheet rolling, copper;GLO;kilogram;sheet rolling, copper
polyvinylchloride production, bulk polymerisation;RER;kilogram;polyvinylchloride, bulk polymerised
market group for electricity, medium voltage;RER;kilowatt hour;electricity, medium voltage
anode, graphite, for Li-ion battery;GLO;kilogram;anode, graphite, for Li-ion battery
chemical factory construction, organics;RER;unit;chemical factory, organics
Transformation, from forest, unspecified;('natural resource', 'land');square meter
Fiber electrolysis;RER;kilogram;Fiber electrolysis
market for synthetic rubber;GLO;kilogram;synthetic rubber
market group for light fuel oil;RER;kilogram;light fuel oil
suspension, for lorry;RER;kilogram;suspension, for lorry
market for copper, anode;GLO;kilogram;copper, anode
Electrolyte, LTO;JP;kilogram;Electrolyte, LTO
market group for transport, freight, light commercial vehicle;GLO;ton kilometer;transport, freight, light commercial vehicle
market for electronic component factory;GLO;unit;electronic component factory
noise, octave 4, day time, urban;('octave 4', 'day time', 'urban');joule
market for waste rubber, unspecified;RoW;kilogram;waste rubber, unspecified
biomethane from biogas upgrading - biowaste - amine scrubbing;CH;kilogram;biomethane
gravel and sand quarry operation;CH;kilogram;sand
Sulfur dioxide;('air', 'urban air close to ground');kilogram
Fuel tank, compressed hydrogen gas, 700bar, with aluminium liner;RER;kilogram;Hydrogen tank
market for nitric acid, without water, in 50% solution state;CN;kilogram;nitric acid, without water, in 50% solution state
Mercury;('air',);kilogram
market for calcium chloride;RER;kilogram;calcium chloride
market for copper, cathode;GLO;kilogram;copper, cathode
Lithium, ion;('water',);kilogram
Acetaldehyde;('air',);kilogram
treatment of hazardous waste, hazardous waste incineration;RoW;kilogram;hazardous waste, for incineration
Sodium;('water',);kilogram
PEM electrolyzer, Operation and Maintenance;RER;hour;PEM electrolyzer, Operation and Maintenance
battery separator;GLO;kilogram;battery separator
Dinitrogen monoxide;('air', 'urban air close to ground');kilogram
market for magnesium oxide;GLO;kilogram;magnesium oxide
treatment of wood ash mixture, pure, municipal incineration;Europe without Switzerland;kilogram;wood ash mixture, pure
market for liquid storage tank, chemicals, organics;GLO;unit;liquid storage tank, chemicals, organics
NMVOC, non-methane volatile organic compounds, unspecified origin;('air', 'urban air close to ground');kilogram
integrated interface system production, for Li-ion battery;GLO;kilogram;management system, for Li-ion battery
Ethanol from wheat straw pellets;RER;kilogram;Ethanol from wheat straw pellets
Carbon fiber, weaved, at factory;RER;kilogram;Carbon fiber, weaved
Acetaldehyde;('air', 'non-urban air or from high stacks');kilogram
power electronics, for lorry;RER;kilogram;power electronics, for lorry
noise, octave 7, day time, urban;('octave 7', 'day time', 'urban');joule
noise, octave 6, day time, rural;('octave 6', 'day time', 'rural');joule
Semi-rigid roadside barriers;RER;unit;Semi-rigid roadside barriers
Calcium;('soil', 'agricultural');kilogram
market group for natural gas, high pressure;Europe without Switzerland;cubic meter;natural gas, high pressure
Sulfite;('water',);kilogram
Formaldehyde;('air', 'urban air close to ground');kilogram
Fiber carbonization (low temp);RER;kilogram;Carbonized fiber, low temp
Cathode current collector, LFP;JP;kilogram;Cathode current collector, LFP
Battery cell, LFP;GLO;kilogram;Battery cell
Ancillary BoP;GLO;kilogram;Ancillary BoP
polyethylene production, high density, granulate;RER;kilogram;polyethylene, high density, granulate
Phosphorus;('water', 'surface water');kilogram
market for natural gas, high pressure;CH;cubic meter;natural gas, high pressure
Sulfate;('water', 'ground-');kilogram
market for styrene;GLO;kilogram;styrene
market for explosive, tovex;GLO;kilogram;explosive, tovex
market for polyvinylfluoride;GLO;kilogram;polyvinylfluoride
Anode current collector, LFP;JP;kilogram;Anode current collector, LFP
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant;RER;kilogram;Hydrogen, gaseous, 25 bar
market for polyethylene terephthalate, granulate, amorphous;GLO;kilogram;polyethylene terephthalate, granulate, amorphous
Radon-222;('air', 'urban air close to ground');kilo Becquerel
Charging stand;RER;unit;Charging stand
market for phthalic anhydride;GLO;kilogram;phthalic anhydride
Occupation, annual crop, non-irrigated, intensive;('natural resource', 'land');square meter-year
transformer and rectifier unit, for electrolyzer;GLO;unit;transformer and rectifier unit, for electrolyzer
market for phenolic resin;RER;kilogram;phenolic resin
market for wastewater, average;Europe without Switzerland;cubic meter;wastewater, average
lubricating oil production;RoW;kilogram;lubricating oil
noise, octave 4, day time, suburban;('octave 4', 'day time', 'suburban');joule
argon production, liquid;RoW;kilogram;argon, liquid
market for NOx retained, by selective catalytic reduction;GLO;kilogram;NOx retained, by selective catalytic reduction
Occupation, mineral extraction site;('natural resource', 'land');square meter-year
Particulates, < 2.5 um;('air',);kilogram
market for limestone, crushed, washed;RoW;kilogram;limestone, crushed, washed
market for hydrochloric acid, without water, in 30% solution state;RER;kilogram;hydrochloric acid, without water, in 30% solution state
market for potassium sulfate;RER;kilogram;potassium sulfate
market for butadiene;RER;kilogram;butadiene
Mercury;('air', 'urban air close to ground');kilogram
market for methyl acrylate;GLO;kilogram;methyl acrylate
tires and wheels, for lorry;RER;kilogram;tires and wheels, for lorry
Hexane;('air', 'low population density, long-term');kilogram
electrolyte, for Li-ion battery;GLO;kilogram;electrolyte, for Li-ion battery
market for sulfur dioxide, liquid;RER;kilogram;sulfur dioxide, liquid
Ammonia;('air', 'low population density, long-term');kilogram
market for chemical factory;GLO;kilogram;chemical factory
market for sulfuric acid;RER;kilogram;sulfuric acid
Carbon dioxide, non-fossil;('air', 'urban air close to ground');kilogram
Lead;('air', 'low population density, long-term');kilogram
Acrolein;('air', 'low population density, long-term');kilogram
Hydrogen, gaseous, 700 bar, from ATR of biogas with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
noise, octave 4, day time, rural;('octave 4', 'day time', 'rural');joule
Ethene;('air', 'urban air close to ground');kilogram
Nickel;('air', 'urban air close to ground');kilogram
SMR BM, HT+LT, with digestate incineration, 26 bar;CH;megajoule;Hydrogen, gaseous, 26 bar
market for ethylene glycol;GLO;kilogram;ethylene glycol
Heat, waste;('water', 'surface water');megajoule
market for transport, freight, sea, container ship;GLO;ton kilometer;transport, freight, sea, container ship
Xenon-135;('air', 'non-urban air or from high stacks');kilo Becquerel
market for maize seed, for sowing;GLO;kilogram;maize seed, for sowing
market for road maintenance;RER;meter-year;road maintenance
market for concrete, for de-icing salt contact;CH;cubic meter;concrete, for de-icing salt contact
Battery BoP;GLO;kilogram;Battery BoP
Hydrogen, gaseous, 700 bar, from SMR of biogas with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Spinning dope;RER;kilogram;Spinning dope
Biodiesel from palm oil;RER;kilogram;Biodiesel from palm oil
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;DE;kilowatt hour;electricity, high voltage
market for metal working, average for chromium steel product manufacturing;GLO;kilogram;metal working, average for chromium steel product manufacturing
treatment of used lorry, 28 metric ton;CH;unit;used lorry, 28 metric ton
high voltage system, for Li-ion battery;GLO;kilogram;high voltage system, for Li-ion battery
market group for heat, district or industrial, natural gas;GLO;megajoule;heat, district or industrial, natural gas
Water, river;('natural resource', 'in water');cubic meter
straw pellets;RER;megajoule;straw pellets
Potassium, ion;('water', 'surface water');kilogram
Energy, potential (in hydropower reservoir), converted;('natural resource', 'in water');megajoule
market for flat glass, coated;RER;kilogram;flat glass, coated
market for acrylic acid;RER;kilogram;acrylic acid
market for dolomite;RER;kilogram;dolomite
market for steel, low-alloyed;GLO;kilogram;steel, low-alloyed
Water, unspecified natural origin;('natural resource', 'in water');cubic meter
Acetone;('air', 'urban air close to ground');kilogram
m-Xylene;('air', 'non-urban air or from high stacks');kilogram
Hydrogen, gaseous, 30 bar, from hard coal gasification and reforming, at coal gasification plant;RER;kilogram;Hydrogen, gaseous, 30 bar
market for zeolite, powder;GLO;kilogram;zeolite, powder
ATR NG, 25 bar;RER;megajoule;Hydrogen, gaseous, 25 bar
market for sodium persulfate;GLO;kilogram;sodium persulfate
market for water, deionised;CH;kilogram;water, deionised
Strontium;('water', 'surface water');kilogram
market for platinum;GLO;kilogram;platinum
market for lubricating oil;RER;kilogram;lubricating oil
Xylene;('air', 'urban air close to ground');kilogram
Benzaldehyde;('air', 'low population density, long-term');kilogram
market for monoethanolamine;GLO;kilogram;monoethanolamine
Particulates, < 2.5 um;('air', 'urban air close to ground');kilogram
market for nylon 6-6;RoW;kilogram;nylon 6-6
cathode, NMC-811, for Li-ion battery;GLO;kilogram;cathode, NMC-811, for Li-ion battery
Styrene;('air', 'low population density, long-term');kilogram
market for internal combustion engine, passenger car;GLO;kilogram;internal combustion engine, passenger car
Copper;('air', 'low population density, long-term');kilogram
market for nylon 6;RoW;kilogram;nylon 6
adsorption and desorption unit, carbon dioxide capture process;RER;unit;adsorption and desorption unit, carbon dioxide capture process
market for titanium dioxide;RoW;kilogram;titanium dioxide
market for water, decarbonised;CH;kilogram;water, decarbonised
